,title,vote_average,genres
17064,I Just Didn't Do It,6.8,Drama
17065,The Idiot Returns,6.6,Sin Dato
17066,The Bastards,6.2,Action
17067,Truly Human,5.1,Foreign
17068,Attenberg,5.9,Drama
17069,The Asthenic Syndrome,6.6,Drama
17070,My Dear Enemy,6.2,Comedy
17071,Night and Day,7.2,Drama
17072,Porto of My Childhood,7.0,Drama
17073,Everybody's Woman,7.5,Drama
17074,The High Cost of Living,6.6,Drama
17075,Swimming Pool,4.6,Thriller
17076,Incendies,7.9,Drama
17077,Nora Roberts' Blue Smoke,3.8,Action
17078,Nora Roberts' Montana Sky,4.6,Drama
17079,Bird of Paradise,3.3,Adventure
17080,Invitation to the Dance,6.0,Music
17081,The Leaning Tower,5.7,Comedy
17082,Kymmenen riivinrautaa,5.0,Sin Dato
17083,Dead Kids,6.0,Horror
17084,Neon Flesh,5.8,Thriller
17085,Nora Roberts' Carolina Moon,4.4,TV Movie
17086,Nora Roberts' Angels Fall,3.6,Drama
17087,Persona non grata,5.0,Drama
17088,Soul Surfer,6.9,Family
17089,Something Borrowed,5.9,Comedy
17090,"Rock, Paper, Scissors: The Way of the Tosser",5.7,Comedy
17091,June 9,5.5,Horror
17092,Macbeth,10.0,Drama
17093,Bridesmaids,6.5,Comedy
17094,Priest,5.4,Action
17095,The 19th Wife,3.6,Drama
17096,PoliWood,6.0,Documentary
17097,The Storm Warriors,5.3,Action
17098,Same Same But Different,6.1,Drama
17099,Eye of the Dolphin,7.1,Drama
17100,Intimate Enemies,7.1,Drama
17101,The Beaver,6.2,Drama
17102,King Lear,6.7,Comedy
17103,To the Shores of Tripoli,7.0,Drama
17104,The Racket,5.5,Crime
17105,Black Fury,7.0,Crime
17106,Kitty,4.4,Drama
17107,Mothra,6.2,Fantasy
17108,Godzilla Raids Again,6.0,Action
17109,The Tortured,5.3,Horror
17110,Pirates of the Caribbean: On Stranger Tides,6.4,Adventure
17111,Midnight in Paris,7.4,Fantasy
17112,The Kid with a Bike,7.2,Drama
17113,The Man from Nowhere,7.6,Action
17114,Born to Be Bad,5.1,Drama
17115,Jewel Robbery,5.8,Romance
17116,The Tree of Life,6.5,Drama
17117,Paper Lion,7.0,Comedy
17118,All I Desire,7.7,Drama
17119,Jeopardy,6.4,Drama
17120,The Village Barbershop,7.0,Comedy
17121,Diary of a Cannibal,1.0,Horror
17122,The Hangover Part II,6.2,Comedy
17123,Nothing to Declare,5.7,Comedy
17124,No Time For Love,7.5,Romance
17125,The Sin of Madelon Claudet,2.0,Drama
17126,This Above All,7.5,Drama
17127,Double Take,6.4,Documentary
17128,Fly Away,5.5,Drama
17129,Van Diemen's Land,5.8,Drama
17130,One Hundred Mornings,4.6,Drama
17131,Son of Babylon,7.7,Drama
17132,Loose Change 9/11: An American Coup,6.5,Documentary
17133,Victim,4.0,Drama
17134,Across the Hall,6.3,Thriller
17135,Daayen Ya Baayen,8.5,Family
17136,John Rabe,7.2,Drama
17137,Oh My God,4.6,Comedy
17138,Destroy All Monsters,6.4,Action
17139,Stonewall Uprising,7.0,Documentary
17140,Ballou,0.0,Sin Dato
17141,The Clairvoyant,6.5,Drama
17142,The Virginity Hit,4.6,Comedy
17143,Through and Through,8.0,Crime
17144,Pina,7.3,Documentary
17145,Eyes of a Stranger,6.5,Horror
17146,Outcast of the Islands,6.5,Drama
17147,The Moon in the Gutter,6.0,Drama
17148,Under Our Skin,4.3,Documentary
17149,Belle Toujours,6.2,Music
17150,The Roommate,5.3,Thriller
17151,Strip Nude for Your Killer,6.4,Horror
17152,Humanity and Paper Balloons,8.1,Drama
17153,Comedy of Innocence,5.0,Drama
17154,Hollow Triumph,6.9,Thriller
17155,The Housemaid,7.0,Crime
17156,Wanda,6.7,Drama
17157,The Strange Case of Angelica,6.6,Drama
17158,Frownland,5.0,Comedy
17159,The King of Escape,6.9,Adventure
17160,Zoo in Budapest,4.5,Drama
17161,Tomorrow We Move,4.3,Comedy
17162,Dealer,5.0,Drama
17163,No Rest for the Brave,6.0,Drama
17164,Trails,6.0,Drama
17165,Bis zum Ellenbogen,7.3,Comedy
17166,8:28 AM,6.0,Romance
17167,Ossos,5.4,Drama
17168,All Is Forgiven,6.3,Sin Dato
17169,The Mistress,7.0,Drama
17170,Trust,6.6,Crime
17171,Penny Dreadful,5.4,Horror
17172,Night Flight,5.0,Drama
17173,Prison,7.0,Drama
17174,Dreams,7.1,Drama
17175,Group Sex,5.5,Comedy
17176,The Mosquito Net,5.8,Drama
17177,Loft,6.3,Thriller
17178,Vieraalla Maalla,6.0,Comedy
17179,Open Season 3,5.4,Animation
17180,The Speed of Thought,4.1,Action
17181,Henri Georges Clouzot's Inferno,6.5,Documentary
17182,Stolen,6.5,Crime
17183,A Shine of Rainbows,6.3,Drama
17184,Zombie Girl: The Movie,6.1,Horror
17185,Turbulence 2: Fear of Flying,4.1,Thriller
17186,The Sisters,0.0,Drama
17187,The Double Hour,6.3,Crime
17188,20 Seconds of Joy,8.0,Documentary
17189,Happy Ever Afters,6.3,Romance
17190,Attack the Block,6.3,Action
17191,The Way,7.2,Adventure
17192,Let the Bullets Fly,7.1,Action
17193,The Tunnel,5.6,Horror
17194,Orwell Rolls in His Grave,7.8,Documentary
17195,Wake,4.9,Comedy
17196,Kings of the Sun,5.1,Action
17197,He Ran All The Way,6.3,Drama
17198,Violent Saturday,6.7,Drama
17199,Kung Fu Panda 2,6.7,Animation
17200,The Burglars,6.5,Action
17201,Gabriel Over the White House,5.9,Drama
17202,Lynch,4.0,Documentary
17203,X-Men: First Class,7.1,Action
17204,Submarine,7.4,Drama
17205,Crazy Safari,4.8,Action
17206,Tonight and Every Night,3.1,Romance
17207,The Thief,5.8,Crime
17208,Raffles,4.8,Adventure
17209,The Dark Angel,7.0,Romance
17210,Brewster's Millions,5.2,Comedy
17211,The Patent Leather Kid,0.0,War
17212,A Nightmare in Las Cruces,6.0,Documentary
17213,The Other Woman,6.0,Drama
17214,The Last Dispatch,0.0,Documentary
17215,Brotherhood,7.1,Drama
17216,American Grindhouse,6.8,Documentary
17217,Two Arabian Knights,0.0,Adventure
17218,Den enskilde medborgaren,4.5,Comedy
17219,Captive,7.7,Drama
17220,Everything Must Go,6.0,Comedy
17221,Eyes of the Mothman,3.0,Documentary
17222,Red White & Blue,5.8,Drama
17223,Beginners,6.8,Drama
17224,Super 8,6.6,Thriller
17225,Lottery Ticket,5.7,Comedy
17226,Calvin Marshall,5.5,Drama
17227,The Oath,7.6,Documentary
17228,Falling,5.7,Drama
17229,Delbaran,6.5,Drama
17230,Camp de Thiaroye,5.5,War
17231,The Target Shoots First,8.0,Documentary
17232,The City Below,5.4,Romance
17233,Chain Camera,0.0,Documentary
17234,Playing 'In the Company of Men',6.5,Drama
17235,Then I Sentenced Them All to Death,6.8,War
17236,Pale Flower,6.6,Thriller
17237,Santa Claus Has Blue Eyes,8.1,Drama
17238,It Felt Like a Kiss,6.9,Documentary
17239,Interkosmos,6.0,Drama
17240,After the Reconciliation,8.0,Sin Dato
17241,Matinée,6.3,Drama
17242,The Year of Living Vicariously,5.0,Sin Dato
17243,A Sixth Part of the World,8.8,Documentary
17244,Curly Top,6.3,Family
17245,Envy,6.6,Drama
17246,Private,7.8,Drama
17247,A Very British Gangster,6.1,Crime
17248,The Working Class Goes to Paradise,7.0,Drama
17249,48 Shades,3.2,Comedy
17250,Daydream Nation,5.8,Drama
17251,"Right On, Man!",5.0,Romance
17252,The Chosen One,4.6,Comedy
17253,Bernie,7.2,Comedy
17254,Lucky Star,8.2,Romance
17255,Araya,6.9,Documentary
17256,The Danube Exodus,10.0,Documentary
17257,Vääpeli Körmy - Taisteluni,4.0,Sin Dato
17258,Green Lantern,5.1,Adventure
17259,"Ghidorah, the Three-Headed Monster",6.2,Action
17260,Vääpeli Körmy ja etelän hetelmät,3.0,Sin Dato
17261,"Bicicleta, Cullera, Poma",8.0,Documentary
17262,Elektra Luxx,4.7,Action
17263,Mickey's Twice Upon a Christmas,7.1,Animation
17264,Stricken,5.8,Drama
17265,Net Worth,5.5,Drama
17266,Cinema Verite,6.0,Drama
17267,Yoo Hoo Mrs Goldberg,5.0,Documentary
17268,Mr. Popper's Penguins,5.7,Comedy
17269,Bad Teacher,5.4,Comedy
17270,Wives and Lovers,8.0,Sin Dato
17271,Why Did I Get Married Too?,6.1,Comedy
17272,The President's Lady,7.8,Drama
17273,Suez,0.0,Drama
17274,Meet Me in Las Vegas,5.0,Romance
17275,Two Girls and a Sailor,4.5,Comedy
17276,Papa's Delicate Condition,6.0,Comedy
17277,Sundown,4.8,Drama
17278,Storm Center,7.0,Drama
17279,Transformers: Dark of the Moon,6.1,Action
17280,Larry Crowne,5.7,Comedy
17281,Score: A Hockey Musical,7.0,Comedy
17282,Your Highness,5.2,Comedy
17283,Hand Gun,6.0,Crime
17284,YellowBrickRoad,4.9,Horror
17285,Once Is Not Enough,6.7,Drama
17286,When Ladies Meet,4.8,Comedy
17287,The Pride of St. Louis,7.0,Drama
17288,The Prizefighter and the Lady,2.5,Romance
17289,The Son of Monte Cristo,7.0,Action
17290,If I Were King,7.0,Adventure
17291,Judy Moody and the Not Bummer Summer,5.1,Comedy
17292,"Have Dreams, Will Travel",7.8,Drama
17293,Kalamity,5.0,Mystery
17294,The Four-Faced Liar,4.9,Comedy
17295,A Lamp In The Dark: The Untold History of the Bible,3.3,Documentary
17296,King of Jazz,2.7,Music
17297,The Dolly Sisters,3.5,Romance
17298,Seconds Apart,5.6,Horror
17299,The Mattei Affair,6.2,Crime
17300,The Scenic Route,5.4,Drama
17301,"Run, Man, Run",5.1,Action
17302,Brushfires,5.0,Drama
17303,Vääpeli Körmy ja vetenalaiset vehkeet,3.7,Sin Dato
17304,Armless,3.0,Comedy
17305,Life After People,6.9,TV Movie
17306,The Spaghetti West,6.5,Documentary
17307,Too Big to Fail,6.9,Drama
17308,The Bishop Murder Case,3.6,Mystery
17309,An Unexpected Love,6.3,Drama
17310,Girl Play,5.6,Comedy
17311,Pekko ja Unissakävelijä,5.5,Sin Dato
17312,The Pelican Man,5.5,Sin Dato
17313,Train of Shadows,7.7,Drama
17314,Shoppen,5.9,Comedy
17315,Apart from You,6.6,Drama
17316,Every-Night Dreams,7.4,Drama
17317,Living with Wolves,7.1,Documentary
17318,Meat Love,7.3,Comedy
17319,Lazybones,5.0,Action
17320,Film ist. 7-12,0.0,Documentary
17321,"Rita, Sue and Bob Too",5.9,Drama
17322,For Heaven's Sake,5.8,Romance
17323,Three Brothers,6.2,Drama
17324,Die Frau des Frisörs,8.0,Drama
17325,The Letter,5.0,Drama
17326,Monsturd,4.3,Horror
17327,Takers,6.1,Action
17328,Three,6.3,Romance
17329,Route Irish,6.5,Drama
17330,"Quo vadis, baby?",6.3,Sin Dato
17331,The Man of My Life,6.6,Drama
17332,The Squall,0.0,Drama
17333,Sergeant Körmy and the Marshall's Stick,3.3,Sin Dato
17334,Vääpeli Körmy ja kahtesti laukeava,4.5,Comedy
17335,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,0.0,Documentary
17336,Street Without End,7.3,Drama
17337,Marie-Jo and Her 2 Lovers,5.7,Drama
17338,My Life as McDull,5.9,Animation
17339,Broken Windows,4.2,Drama
17340,"Cougars, Inc.",5.3,Comedy
17341,Strapped,6.1,Drama
17342,Zookeeper,5.3,Comedy
17343,Horrible Bosses,6.4,Comedy
17344,Hunter Prey,5.4,Science Fiction
17345,See This Movie,0.0,Comedy
17346,Cars 2,5.8,Animation
17347,King and Country,6.7,War
17348,Guns at Batasi,7.2,Action
17349,De Dana Dan,4.7,Action
17350,Savage Messiah,6.4,Drama
17351,The Carey Treatment,7.7,Crime
17352,Megan is Missing,5.4,Drama
17353,In Her Skin,6.3,Drama
17354,Possessed,5.6,Drama
17355,Mondo Trasho,5.6,Comedy
17356,Swamp Water,5.4,Crime
17357,The Mysterious Lady,7.5,Adventure
17358,The Ward,5.8,Horror
17359,Room for One More,4.8,Comedy
17360,Tapped,6.0,Documentary
17361,Page One: Inside the New York Times,7.1,Documentary
17362,Bright Victory,7.0,Drama
17363,The Promise,6.0,Drama
17364,On the Riviera,7.2,Comedy
17365,In Old Arizona,4.2,Action
17366,Between the Folds,7.3,Documentary
17367,Breaking Upwards,5.7,Comedy
17368,The Doorway to Hell,4.7,Crime
17369,Anton Chekhov's The Duel,7.4,Drama
17370,The Betrayed,5.3,Crime
17371,Burn Notice: The Fall of Sam Axe,6.8,Comedy
17372,Murder in Coweta County,4.5,TV Movie
17373,Door-to-Door Maniac,6.3,Crime
17374,Red Like the Sky,7.3,Sin Dato
17375,Like You Know It All,6.0,Drama
17376,"If I Want to Whistle, I Whistle",6.4,Drama
17377,Mammuth,5.9,Comedy
17378,Gilles' Wife,5.0,Drama
17379,The Waiting Room,6.8,Drama
17380,I Am Curious (Blue),5.5,Drama
17381,Suspicious River,6.0,Drama
17382,A Perfect Day,6.6,Romance
17383,Laws of Gravity,6.8,Action
17384,Elvis,6.4,Drama
17385,Time Stood Still,5.5,Documentary
17386,200 MPH,3.7,Action
17387,Hot Coffee,7.5,Documentary
17388,To Sleep with Anger,5.6,Drama
17389,Green Fish,6.8,Drama
17390,Tiresia,5.6,Drama
17391,Acadia Acadia?!?,0.0,Documentary
17392,Killing Auntie,0.0,Comedy
17393,Cornered,4.1,Drama
17394,Love,6.4,Drama
17395,Nouvelle Vague,5.9,Drama
17396,Virgin Stripped Bare by Her Bachelors,7.1,Romance
17397,Four Adventures of Reinette and Mirabelle,6.0,Comedy
17398,Hangtime,6.0,Drama
17399,The Missing Star,6.6,Sin Dato
17400,Bikini Summer,4.5,Comedy
17401,Transistor Love Story,6.7,Music
17402,Mushi-Shi: The Movie,6.0,Drama
17403,Double Dhamaal,4.4,Comedy
17404,"Happiness Is a Warm Blanket, Charlie Brown",6.5,Animation
17405,Delhi Belly,7.0,Action
17406,Ballerina,0.0,Sin Dato
17407,Heir To An Execution,0.0,Documentary
17408,And Then Came Lola,6.0,Comedy
17409,Snowblind,4.6,Western
17410,Welcome to Farewell-Gutmann,0.0,Sin Dato
17411,Clint Eastwood: Out of the Shadows,8.5,Documentary
17412,Education for Death,7.1,Animation
17413,Upside Down: The Creation Records Story,7.2,Documentary
17414,Streets of Laredo,3.0,Drama
17415,Mahler,5.7,Drama
17416,Monte Carlo,6.0,Adventure
17417,Monogamy,3.5,Drama
17418,Read It and Weep,5.3,Comedy
17419,Truth In 24,6.6,Documentary
17420,The Perfect Host,6.2,Comedy
17421,Harry Potter and the Deathly Hallows: Part 2,7.9,Family
17422,Conan O'Brien Can't Stop,6.2,Documentary
17423,Drive,7.4,Drama
17424,Love Crime,6.4,Thriller
17425,Brink of Life,6.6,Drama
17426,A Kind of Loving,7.9,Drama
17427,Snow Flower and the Secret Fan,5.3,Drama
17428,Captain America: The First Avenger,6.6,Action
17429,Far from Home,4.4,Thriller
17430,Girls in Prison,4.4,TV Movie
17431,"Crazy, Stupid, Love.",7.0,Comedy
17432,"Eversmile, New Jersey",5.5,Romance
17433,The Last Run,7.6,Action
17434,Trio,7.5,Drama
17435,Flight Command,6.0,Drama
17436,Cheers For Miss Bishop,6.5,Comedy
17437,The Buccaneer,8.0,Adventure
17438,One Day,7.0,Drama
17439,35 and Ticking,5.3,Romance
17440,The Poker House,6.1,Drama
17441,Forget Me Not,5.0,Drama
17442,Car Bpnus,0.0,Documentary
17443,Feast of All Saints,4.4,Romance
17444,Bombardier,5.3,Drama
17445,Joan of Paris,5.8,Drama
17446,Hurmaava joukkoitsemurha,5.0,Sin Dato
17447,Vice Squad,6.3,Crime
17448,The Guard,6.8,Action
17449,Griff the Invisible,6.1,Romance
17450,Quarantine 2: Terminal,4.8,Horror
17451,Earth Days,0.0,Documentary
17452,Children,5.5,Horror
17453,Winnie the Pooh,6.8,Animation
17454,Peep World,5.2,Comedy
17455,The Woman,5.9,Drama
17456,The Unholy Rollers,5.6,Action
17457,Dry Summer,7.5,Drama
17458,Phantom,7.3,Drama
17459,Frontier of the Dawn,5.9,Drama
17460,Sombre,8.0,Drama
17461,"Think Fast, Mr. Moto",6.2,Crime
17462,No Impact Man,6.1,Documentary
17463,Beverly Hills Chihuahua 2,5.4,Family
17464,Wedding in Blood,6.0,Thriller
17465,The Goalie's Anxiety at the Penalty Kick,3.5,Crime
17466,A Year Ago in Winter,6.3,Drama
17467,"Electra, My Love",7.5,Drama
17468,Indian Summer,8.0,Drama
17469,A Married Couple,5.0,Documentary
17470,Betty,7.0,Drama
17471,The New One-Armed Swordsman,6.3,Action
17472,Madeleine,6.8,Crime
17473,Exodus,5.3,Comedy
17474,Nachbarinnen,6.0,Drama
17475,Four Times,7.6,Drama
17476,Park Row,7.0,Drama
17477,The Sleeping Beauty,3.0,Fantasy
17478,Mike's New Car,6.9,Animation
17479,Without Warning,6.7,Action
17480,Almighty Thor,2.3,Action
17481,A Cottage on Dartmoor,8.2,Drama
17482,The Smurfs,5.5,Animation
17483,Reparando,7.0,Sin Dato
17484,The Contestant,4.6,Drama
17485,The Arrangement,4.3,Drama
17486,Comanche Moon,4.9,Drama
17487,Dead Man's Walk,6.3,Western
17488,Dylan Dog: Dead of Night,4.5,Action
17489,Angel of Mine,6.7,Drama
17490,The Undefeated,1.9,Documentary
17491,Chromophobia,5.7,Drama
17492,Friends with Benefits,6.5,Romance
17493,The Dust of Time,6.5,Drama
17494,The Winner,0.0,Drama
17495,Exposed,4.0,Drama
17496,Forbidden,6.1,Drama
17497,3 Backyards,4.8,Drama
17498,Small Town Murder Songs,5.0,Thriller
17499,Count Three and Pray,3.5,Western
17500,"Rally 'Round the Flag, Boys!",6.0,Comedy
17501,Paper Birds,6.1,Drama
17502,Last Stop 174,7.3,Drama
17503,Waking Madison,5.4,Drama
17504,The Possession of David O'Reilly,4.4,Horror
17505,Broken Sky,5.0,Drama
17506,Alpha and Omega,5.3,Family
17507,The Caretakers,0.0,Drama
17508,Tender Is the Night,0.0,Drama
17509,Bikini Summer II,0.0,Comedy
17510,The Boy in Blue,4.3,Drama
17511,Deadfall,3.1,Crime
17512,"Summer Wishes, Winter Dreams",0.0,Drama
17513,Lady Be Good,6.0,Comedy
17514,Eternally Yours,4.5,Drama
17515,Legend of the Fist: The Return of Chen Zhen,6.0,Drama
17516,Big City Blues,7.0,Comedy
17517,Lawyer Man,6.0,Drama
17518,Blitz,6.0,Crime
17519,Pennies from Heaven,0.0,Comedy
17520,The Living and the Dead,7.0,Thriller
17521,She Cried No,3.8,Sin Dato
17522,Industrial Symphony No. 1: The Dream of the Brokenhearted,6.7,Music
17523,Our Beloved Month of August,7.0,Music
17524,The Autobiography of Nicolae Ceausescu,6.9,Documentary
17525,Mysteries of Lisbon,6.9,Mystery
17526,Oki's Movie,6.6,Comedy
17527,Welfare,6.0,Documentary
17528,FRED: The Movie,3.5,Comedy
17529,Four Bags Full,7.1,Drama
17530,Emitaï,8.0,Drama
17531,Me Too,6.1,Drama
17532,Assassination,6.8,Drama
17533,Messiah of Evil,6.7,Mystery
17534,Souls for Sale,7.5,Comedy
17535,The Yellow Sea,7.3,Drama
17536,The Temptress,6.5,Romance
17537,La nostra vita,6.0,Drama
17538,Come Undone,5.6,Comedy
17539,Illusion Travels by Streetcar,5.7,Adventure
17540,Change of Address,6.3,Comedy
17541,"Help Me, Eros",5.1,Drama
17542,The Eye Above the Well,7.0,Documentary
17543,Adopted,4.6,Comedy
17544,The Joyless Street,7.4,Drama
17545,Rapt,6.1,Drama
17546,Bear's Kiss,3.8,Drama
17547,Cairo Station,7.3,Drama
17548,Sweet Rush,8.0,Drama
17549,The Blind Sunflowers,7.3,Drama
17550,The Queen of Spades,5.3,Drama
17551,Change of Plans,4.9,Comedy
17552,Our Idiot Brother,5.9,Comedy
17553,Edison Kinetoscopic Record of a Sneeze,4.7,Documentary
17554,Divine Horsemen: The Living Gods of Haiti,4.8,Documentary
17555,Almanya: Welcome to Germany,6.5,Drama
17556,Sweet Mud,8.0,Drama
17557,A Letter to Elia,7.8,Documentary
17558,Drive-In Horrorshow,5.0,Horror
17559,Twixt,5.0,Horror
17560,Princess Kaiulani,4.8,Drama
17561,Anima Mundi,6.7,Documentary
17562,SUBWAYStories: Tales from the Underground,8.5,TV Movie
17563,Death Race 2,5.5,Action
17564,The Debt,5.5,Drama
17565,Air Guitar Nation,6.4,Documentary
17566,Cyberbully,6.4,Drama
17567,Beats Rhymes & Life: The Travels of A Tribe Called Quest,7.3,Music
17568,Wandering Streams,6.1,Comedy
17569,West Is West,6.3,Comedy
17570,Above Suspicion,6.0,Drama
17571,Desperate Search,5.3,Drama
17572,Rise of the Planet of the Apes,7.0,Thriller
17573,Terri,6.6,Comedy
17574,The Magnificent Yankee,5.0,Drama
17575,Happy New Year,2.8,Comedy
17576,Hide-Out,7.8,Comedy
17577,Shanks,5.7,Fantasy
17578,Christmas Carol: The Movie,4.8,Animation
17579,Coffin Rock,6.0,Thriller
17580,Strapped,3.0,Drama
17581,Ponterosa,5.4,Comedy
17582,Tevye,5.0,Drama
17583,The Change-Up,5.9,Comedy
17584,Sins of My Father,7.1,Documentary
17585,Cut-Throats Nine,6.8,Crime
17586,The Yearling,5.3,Sin Dato
17587,The Help,7.9,Drama
17588,30 Minutes or Less,5.6,Action
17589,Fools in the Mountains,5.8,Comedy
17590,My Son John,4.5,Drama
17591,Bulldog Drummond,6.3,Action
17592,The Merry Widow,5.0,Drama
17593,High Time,5.8,Comedy
17594,There Goes My Heart,7.0,Comedy
17595,Glee: The Concert Movie,6.9,Documentary
17596,The Trotsky,6.5,Comedy
17597,Anthony Zimmer,6.5,Drama
17598,The Richest Girl in the World,3.8,Comedy
17599,Just Imagine,3.0,Comedy
17600,An Invisible Sign,5.3,Family
17601,Gantz,6.5,Horror
17602,Blues Harp,6.7,Sin Dato
17603,From Beijing with Love,7.3,Action
17604,The Lady Is Willing,4.5,Romance
17605,Vision – From the Life of Hildegard von Bingen,6.3,Drama
17606,El Bulli: Cooking in Progress,5.0,Documentary
17607,My Afternoons with Margueritte,7.2,Drama
17608,Soloalbum,5.8,Comedy
17609,Final Destination 5,5.9,Horror
17610,"Lovely, Still",6.2,Drama
17611,The Conspirator,6.2,Crime
17612,A Very Harold & Kumar Christmas,6.0,Comedy
17613,The Young One,6.2,Drama
17614,Michael the Brave,8.2,War
17615,Missile to the Moon,3.7,Science Fiction
17616,Mr. Moto Takes a Chance,5.2,Drama
17617,Mysterious Mr. Moto,5.1,Mystery
17618,Where Now Are the Dreams of Youth?,6.0,Drama
17619,Loose Cannons,7.1,Comedy
17620,The Little Girl Who Conquered Time,6.3,Science Fiction
17621,Kaïrat,6.8,Drama
17622,Queen to Play,6.5,Comedy
17623,Laila,7.2,Drama
17624,Suzanne's Diary for Nicholas,4.6,Drama
17625,Carancho,6.5,Thriller
17626,Spy Kids: All the Time in the World,4.4,Family
17627,Recollections of the Yellow House,8.5,Comedy
17628,Super 8 Stories,4.4,Music
17629,Passing Fancy,6.7,Comedy
17630,What Did the Lady Forget?,6.8,Drama
17631,Miranda,6.8,Comedy
17632,Elvira Madigan,5.8,Drama
17633,Forest,6.8,Drama
17634,Evil - In the Time of Heroes,5.4,Foreign
17635,Don't Be Afraid of the Dark,5.4,Fantasy
17636,Fright Night,6.0,Horror
17637,Another Earth,6.8,Drama
17638,Pastoral: To Die in the Country,7.8,Fantasy
17639,The Classic,6.0,Comedy
17640,Rocky VI,5.7,Comedy
17641,Hesher,6.7,Drama
17642,The Cool School,5.0,Documentary
17643,Bolivia,7.5,Drama
17644,Company: Original Cast Album,5.0,Documentary
17645,Cold Prey,6.3,Drama
17646,American Boy: A Profile of: Steven Prince,7.0,Documentary
17647,Stake Land,6.2,Drama
17648,The Greatest Movie Ever Sold,6.3,Comedy
17649,The Great White Silence,7.0,Documentary
17650,The Debt,6.2,Drama
17651,Colombiana,6.5,Action
17652,Bill Cunningham New York,7.9,Documentary
17653,The Hireling,4.5,Drama
17654,Street Scenes,0.0,Documentary
17655,Freakonomics,6.7,Documentary
17656,Puzzlehead,5.1,Science Fiction
17657,The Possession of Joel Delaney,5.9,Horror
17658,The Kid from Brooklyn,6.5,Comedy
17659,The Last Frontier,5.6,Action
17660,Tight Spot,6.7,Drama
17661,The Skin I Live In,7.4,Drama
17662,The Messengers 2: The Scarecrow,5.1,Horror
17663,Boys,7.6,Drama
17664,"The Birds, the Bees and the Italians",5.6,Comedy
17665,Backlight,6.8,Drama
17666,The Lodger,5.5,Horror
17667,Shadows & Lies,4.8,Drama
17668,"Crosby, Stills & Nash: Long Time Comin'",0.0,Sin Dato
